Season,Team,Player,Pos,TotalPoints,TotalPointsAboveAvg
2021,Alabama,Phidarian Mathis,IDL,52,31
2021,Alabama,Henry To'oTo'o,LB,47,10
2021,Alabama,Jameson Williams,WR,42,29
2021,Alabama,Evan Neal,LT,42,12
2021,Alabama,Jalyn Armour-Davis,CB,40,16
2021,Alabama,Brian Branch,CB,38,12
2021,Alabama,Christian Harris,LB,37,0
2021,Alabama,Cameron Latu,TE,32,15
2021,Alabama,Javion Cohen,LG,31,1
2021,Alabama,Dallas Turner,Edge,28,13
2021,Alabama,Emil Ekiyor Jr.,RG,28,-1
2021,Alabama,Josh Jobe,CB,28,0
2021,Alabama,Byron Young,IDL,25,9
2021,Alabama,Chris Owens,RT,22,-6
2021,Alabama,John Metchie III,WR,21,10
2021,Alabama,Malachi Moore,CB,19,-1
2021,Alabama,Kool-Aid McKinstry,CB,19,-1
2021,Alabama,Darrian Dalcourt,C,18,-1
2021,Alabama,Jahleel Billingsley,TE,12,1
2021,Alabama,Justin Eboigbe,IDL,11,-2
2021,Alabama,Jase McClellan,RB,11,8
2021,Alabama,Drew Sanders,Edge,9,-2
2021,Alabama,Khyree Jackson,CB,9,2
2021,Alabama,DJ Dale,IDL,9,-5
2021,Alabama,Seth McLaughlin,C,7,-3
2021,Alabama,Tim Smith,IDL,7,-4
2021,Alabama,Daniel Wright,S,6,-6
2021,Alabama,LaBryan Ray,IDL,6,-2
2021,Alabama,Traeshon Holden,WR,6,3
2021,Alabama,Chris Braswell,Edge,5,0
2021,Alabama,Slade Bolden,WR,4,-6
2021,Alabama,Kendall Randolph,TE,4,-3
2021,Alabama,JC Latham,RG,4,0
2021,Alabama,Damieon George Jr.,RT,4,-3
2021,Alabama,JoJo Earle,WR,2,-1
2021,Alabama,Ja'Corey Brooks,WR,2,-3
2021,Alabama,Trey Sanders,RB,-1,-5
2021,Alabama,Roydell Williams,RB,-2,-4
2021,Baylor,Jalen Pitre,CB,67,32
2021,Baylor,Gerry Bohanon,QB,58,15
2021,Baylor,Terrel Bernard,LB,57,26
2021,Baylor,JT Woods,S,53,21
2021,Baylor,Alfahiym Walcott,CB,46,27
2021,Baylor,Matt Jones,Edge,38,18
2021,Baylor,Grant Miller,RG,37,10
2021,Baylor,Abram Smith,RB,37,25
2021,Baylor,Connor Galvin,LT,36,6
2021,Baylor,Raleigh Texada,CB,35,15
2021,Baylor,Jacob Gall,C,34,5
2021,Baylor,Xavier Newman-Johnson,LG,34,8
2021,Baylor,Dillon Doyle,LB,31,-1
2021,Baylor,Trestan Ebner,RB,30,20
2021,Baylor,Kalon Barnes,CB,28,8
2021,Baylor,Gabe Hall,IDL,27,8
2021,Baylor,Siaki Ika,IDL,25,7
2021,Baylor,Ben Sims,TE,24,0
2021,Baylor,Tyquan Thornton,WR,20,7
2021,Baylor,Garmon Randolph,Edge,20,7
2021,Baylor,TJ Franklin,IDL,20,3
2021,Baylor,Christian Morgan,S,20,-1
2021,Baylor,Mark Milton,CB,20,7
2021,Baylor,Gavin Byers,RT,19,5
2021,Baylor,Jairon McVea,S,19,3
2021,Baylor,Khalil Keith,RT,18,3
2021,Baylor,Bryson Jackson,S,15,10
2021,Baylor,Brayden Utley,IDL,13,-2
2021,Baylor,Cole Maxwell,IDL,13,-8
2021,Baylor,Drake Dabney,TE,13,-3
2021,Baylor,Devin Neal,S,12,4
2021,Baylor,Blake Shapen,QB,11,-2
2021,Baylor,Ashton Logan,Edge,9,-1
2021,Baylor,R.J. Sneed,WR,8,-4
2021,Baylor,Micah Mazzccua,LG,3,-1
2021,Baylor,Chidi Ogbonnaya,IDL,3,-8
2021,Baylor,Joshua Fleeks,RB,2,0
2021,Baylor,Drew Estrada,WR,1,-8
2021,BYU,Jaren Hall,QB,72,31
2021,BYU,Tyler Allgeier,RB,58,43
2021,BYU,Blake Freeland,LT,38,11
2021,BYU,Kaleb Hayes,CB,36,13
2021,BYU,D'Angelo Mandell,CB,33,7
2021,BYU,Clark Barrington,LG,31,5
2021,BYU,Max Tooley,LB,30,13
2021,BYU,Ben Bywater,LB,29,5
2021,BYU,Puka Nacua,WR,25,19
2021,BYU,Joe Tukuafu,RG,23,2
2021,BYU,Payton Wilgar,LB,21,1
2021,BYU,Connor Pay,C,21,1
2021,BYU,Pepe Tanuvasa,Edge,20,5
2021,BYU,Gunner Romney,WR,19,13
2021,BYU,Tyler Batty,Edge,19,2
2021,BYU,Malik Moore,S,17,-12
2021,BYU,Campbell Barrington,RT,17,3
2021,BYU,Isaac Rex,TE,16,-3
2021,BYU,Chaz Ah You,LB,15,1
2021,BYU,Baylor Romney,QB,15,1
2021,BYU,Caden Haws,IDL,15,3
2021,BYU,James Empey,C,12,-1
2021,BYU,Ammon Hannemann,LB,12,0
2021,BYU,Isaiah Herron,CB,11,1
2021,BYU,Drew Jensen,LB,11,4
2021,BYU,Harris LaChance,RT,11,3
2021,BYU,Matthew Criddle,CB,10,6
2021,BYU,Neil Pau'u,WR,10,2
2021,BYU,Morgan Pyper,LB,10,1
2021,BYU,Uriah Leiataua,Edge,9,-6
2021,BYU,Atunaisa Mahe,IDL,9,-4
2021,BYU,Jakob Robinson,CB,9,-8
2021,BYU,Dallin Holker,TE,8,1
2021,BYU,Keenan Pili,LB,7,0
2021,BYU,Masen Wake,TE,7,-4
2021,BYU,Gabe Summers,IDL,7,-9
2021,BYU,Hayden Livingston,S,6,2
2021,BYU,Fisher Jackson,Edge,5,1
2021,BYU,Keanu Hill,WR,5,1
2021,BYU,Earl Tuioti-Mariner,IDL,4,-14
2021,BYU,Jacob Boren,CB,4,-1
2021,BYU,Samson Nacua,WR,4,-1
2021,BYU,John Nelson,IDL,4,-5
2021,BYU,Brayden Keim,RT,2,-3
2021,BYU,Lorenzo Fauatea,IDL,1,-2
2021,BYU,Alden Tofa,Edge,-2,-8
2021,BYU,Lopini Katoa,RB,-9,-13
2021,Cincinnati,Desmond Ridder,QB,95,29
2021,Cincinnati,Ahmad Gardner,CB,61,25
2021,Cincinnati,Deshawn Pace,CB,58,37
2021,Cincinnati,Bryan Cook,S,57,24
2021,Cincinnati,Coby Bryant,CB,56,20
2021,Cincinnati,Joel Dublanko,LB,51,20
2021,Cincinnati,Curtis Brooks,IDL,42,21
2021,Cincinnati,Darrian Beavers,LB,39,5
2021,Cincinnati,Myjai Sanders,Edge,36,7
2021,Cincinnati,Jeremy Cooper,LG,35,8
2021,Cincinnati,James Tunstall,LT,33,8
2021,Cincinnati,Jake Renfro,C,33,8
2021,Cincinnati,Dylan O'Quinn,RT,32,5
2021,Cincinnati,Ty Van Fossen,LB,32,15
2021,Cincinnati,Jerome Ford,RB,30,14
2021,Cincinnati,Lorenz Metz,RG,26,6
2021,Cincinnati,Leonard Taylor,TE,22,5
2021,Cincinnati,Jowon Briggs,IDL,20,1
2021,Cincinnati,Josh Whyle,TE,19,5
2021,Cincinnati,Ja'von Hicks,S,19,-16
2021,Cincinnati,Arquon Bush,CB,18,-8
2021,Cincinnati,Malik Vann,Edge,16,1
2021,Cincinnati,Tyler Scott,WR,15,7
2021,Cincinnati,Alec Pierce,WR,14,1
2021,Cincinnati,Jabari Taylor,Edge,13,-4
2021,Cincinnati,Vincent McConnell,RG,12,2
2021,Cincinnati,Marcus Brown,IDL,11,-7
2021,Cincinnati,Tre Tucker,WR,9,4
2021,Cincinnati,John Williams,LT,6,1
2021,Cincinnati,Jaheim Thomas,LB,5,1
2021,Cincinnati,Jadon Thompson,WR,4,0
2021,Cincinnati,Wilson Huber,LB,3,-4
2021,Cincinnati,Michael Young,WR,2,-6
2021,Cincinnati,Ryan Montgomery,RB,0,-3
2021,Clemson,Mario Goodrich,CB,43,21
2021,Clemson,Trenton Simpson,LB,38,17
2021,Clemson,Andrew Mukuba,S,35,13
2021,Clemson,Jordan McFadden,LT,33,6
2021,Clemson,DJ Uiagalelei,QB,32,-25
2021,Clemson,Andrew Booth Jr,CB,29,9
2021,Clemson,Myles Murphy,Edge,27,7
2021,Clemson,R.J. Mickens,S,27,15
2021,Clemson,Baylon Spector,LB,27,5
2021,Clemson,James Skalski,LB,25,-1
2021,Clemson,Will Shipley,RB,24,16
2021,Clemson,Walker Parks,RT,24,-2
2021,Clemson,Xavier Thomas,Edge,24,7
2021,Clemson,Kobe Pace,RB,23,17
2021,Clemson,Sheridan Jones,CB,21,6
2021,Clemson,Will Putnam,RG,20,0
2021,Clemson,Nolan Turner,S,17,-4
2021,Clemson,Tyler Davis,IDL,17,5
2021,Clemson,Mason Trotter,C,17,3
2021,Clemson,Hunter Rayburn,C,16,1
2021,Clemson,K.J. Henry,Edge,15,3
2021,Clemson,Etinosa Reuben,IDL,14,7
2021,Clemson,Ruke Orhorhoro,IDL,14,-4
2021,Clemson,Joseph Ngata,WR,13,7
2021,Clemson,LaVonta Bentley,LB,13,7
2021,Clemson,Jalyn Phillips,S,12,-1
2021,Clemson,Marcus Tate,LG,12,-5
2021,Clemson,Tre Williams,IDL,11,3
2021,Clemson,Matt Bockhorst,C,11,-1
2021,Clemson,Davis Allen,TE,11,-4
2021,Clemson,Justyn Ross,WR,9,2
2021,Clemson,Justin Mascoll,Edge,9,1
2021,Clemson,Malcolm Greene,CB,8,1
2021,Clemson,Bryan Bresee,IDL,7,2
2021,Clemson,Barrett Carter,LB,7,0
2021,Clemson,Fred Davis,CB,7,2
2021,Clemson,Tyler Venables,S,4,-7
2021,Clemson,Jake Briningstool,TE,4,1
2021,Clemson,Beaux Collins,WR,4,-2
2021,Clemson,Keith Maguire,LB,4,-1
2021,Clemson,Sage Ennis,TE,3,-3
2021,Clemson,Kevin Swint,Edge,3,-1
2021,Clemson,Ajou Ajou,WR,3,0
2021,Clemson,Dacari Collins,WR,3,0
2021,Clemson,E.J. Williams Jr.,WR,2,-1
2021,Clemson,Braden Galloway,TE,2,-1
2021,Clemson,Nate Wiggins,CB,2,-3
2021,Clemson,Mitchell Mayes,RT,1,-1
2021,Clemson,Will Swinney,WR,0,-3
2021,Clemson,Phil Mafah,RB,0,-4
2021,Clemson,Frank Ladson Jr.,WR,-1,-4
2021,Coastal Carolina,Grayson McCall,QB,67,25
2021,Coastal Carolina,Silas Kelly,LB,32,0
2021,Coastal Carolina,Trey Carter,RG,31,7
2021,Coastal Carolina,Isaiah Likely,TE,31,11
2021,Coastal Carolina,Shermari Jones,RB,30,19
2021,Coastal Carolina,Willie Lampkin,LG,29,5
2021,Coastal Carolina,C.J. Brewer,IDL,29,0
2021,Coastal Carolina,Sam Thompson,C,27,3
2021,Coastal Carolina,Antwine Loper,LT,27,3
2021,Coastal Carolina,Enock Makonzo,CB,26,-2
2021,Coastal Carolina,Jeffrey Gunter,Edge,26,3
2021,Coastal Carolina,Steven Bedosky,RT,26,1
2021,Coastal Carolina,Brayden Bennett,RB,24,18
2021,Coastal Carolina,Jaivon Heiligh,WR,23,11
2021,Coastal Carolina,D'Jordan Strong,CB,21,-4
2021,Coastal Carolina,Derick Bush,CB,19,1
2021,Coastal Carolina,Teddy Gallagher,LB,19,-11
2021,Coastal Carolina,Reese White,RB,19,13
2021,Coastal Carolina,Lance Boykin,CB,18,2
2021,Coastal Carolina,Josaiah Stewart,Edge,17,-3
2021,Coastal Carolina,Kameron Brown,WR,13,1
2021,Coastal Carolina,Myles Olufemi,Edge,13,-1
2021,Coastal Carolina,Travis Geiger Jr.,IDL,12,0
2021,Coastal Carolina,Shi'heem Watkins,S,10,-1
2021,Coastal Carolina,Jerrod Clark,IDL,9,-8
2021,Coastal Carolina,Turon Ivy Jr,TE,7,1
2021,Coastal Carolina,Dre Pinckney,S,6,0
2021,Coastal Carolina,Emmanuel Johnson,Edge,6,1
2021,Coastal Carolina,Kendricks Gladney Jr.,CB,5,-2
2021,Coastal Carolina,Alex Spillum,S,5,-23
2021,Coastal Carolina,Mateo Sudipo,S,3,-4
2021,Coastal Carolina,Brayden Matts,S,3,-8
2021,Coastal Carolina,Greg Latushko,WR,2,-3
2021,Coastal Carolina,Jacob Proche,CB,2,-4
2021,Coastal Carolina,Tyson Mobley,WR,2,1
2021,Coastal Carolina,Manny Stokes Jr.,CB,1,-5
2021,Coastal Carolina,Tavyn Jackson,CB,1,-3
2021,Coastal Carolina,Bryce Carpenter,QB,0,-12
2021,Coastal Carolina,Braylon Ryan,Edge,0,-6
2021,Coastal Carolina,Kennedy Roberts,IDL,0,-5
2021,Coastal Carolina,Tobias Fletcher,S,-1,-7
2021,Fresno State,Jake Haener,QB,107,41
2021,Fresno State,Daron Bland,CB,49,24
2021,Fresno State,Arron Mosby,Edge,45,21
2021,Fresno State,Evan Williams,S,44,13
2021,Fresno State,David Perales,Edge,28,4
2021,Fresno State,Justin Houston,CB,27,7
2021,Fresno State,Dontae Bull,LT,26,5
2021,Fresno State,Mose Vavao,RG,25,2
2021,Fresno State,Bula Schmidt,C,25,2
2021,Fresno State,Alex Akingbulu,RT,24,0
2021,Fresno State,Elijah Gates,S,22,3
2021,Fresno State,Levelle Bailey,LB,22,-4
2021,Fresno State,Kevin Atkins,IDL,22,-5
2021,Fresno State,Malachi Langley,LB,19,1
2021,Fresno State,Juan Rodriguez,TE,17,4
2021,Fresno State,Bralyn Lux,CB,16,-3
2021,Fresno State,Dante Adkins Jr.,RG,15,4
2021,Fresno State,Ronnie Rivers,RB,15,4
2021,Fresno State,Wylan Free,CB,14,4
2021,Fresno State,Jordan Mims,RB,14,6
2021,Fresno State,Keric Wheatfall,WR,14,6
2021,Fresno State,Emari Pait,CB,14,2
2021,Fresno State,Zane Pope,WR,13,7
2021,Fresno State,Tyson Maeva,LB,13,-2
2021,Fresno State,Josh Kelly,WR,12,3
2021,Fresno State,Ryan Boehm,IDL,11,0
2021,Fresno State,Cale Sanders Jr.,CB,10,-2
2021,Fresno State,Braylen Nelson,LG,8,-6
2021,Fresno State,Deonte Perry,S,7,2
2021,Fresno State,LJ Early,S,6,-7
2021,Fresno State,Leonard Payne Jr.,IDL,6,-10
2021,Fresno State,Raymond Pauwels Jr,TE,5,-4
2021,Fresno State,Jalen Moreno-Cropper,WR,5,-5
2021,Fresno State,Tre Watson,TE,5,0
2021,Fresno State,Tyler Mello,LB,4,-1
2021,Fresno State,Matt Smith,C,4,-4
2021,Fresno State,Kwami Jones,Edge,4,-8
2021,Fresno State,Evan Bennett,IDL,3,-5
2021,Fresno State,Ty Jones,WR,2,-3
2021,Fresno State,Matt Lawson,IDL,1,-4
2021,Fresno State,Erik Brooks,WR,0,-4
2021,Fresno State,Devo Bridges,Edge,-1,-6
2021,Georgia,Stetson Bennett,QB,66,17
2021,Georgia,Kelee Ringo,CB,51,18
2021,Georgia,Nakobe Dean,LB,50,22
2021,Georgia,Lewis Cine,S,48,14
2021,Georgia,Derion Kendrick,CB,48,15
2021,Georgia,Channing Tindall,LB,44,25
2021,Georgia,Nolan Smith,Edge,42,22
2021,Georgia,Brock Bowers,TE,42,23
2021,Georgia,Warren McClendon,RT,39,10
2021,Georgia,Sedrick Van Pran,C,38,9
2021,Georgia,Jalen Carter,IDL,38,22
2021,Georgia,Christopher Smith,S,34,10
2021,Georgia,Justin Shaffer,LG,33,4
2021,Georgia,Devonte Wyatt,IDL,33,17
2021,Georgia,Quay Walker,LB,33,8
2021,Georgia,Warren Ericson,RG,29,3
2021,Georgia,James Cook,RB,29,21
2021,Georgia,Travon Walker,Edge,29,6
2021,Georgia,Zamir White,RB,27,19
2021,Georgia,Latavious Brini,CB,27,5
2021,Georgia,Dan Jackson,S,23,4
2021,Georgia,Robert Beal Jr.,Edge,23,10
2021,Georgia,Jamaree Salyer,LT,23,2
2021,Georgia,JT Daniels,QB,20,8
2021,Georgia,Adam Anderson,Edge,19,9
2021,Georgia,John FitzPatrick,TE,19,3
2021,Georgia,Jordan Davis,IDL,18,3
2021,Georgia,William Poole,CB,17,5
2021,Georgia,Jamon Dumas-Johnson,LB,16,12
2021,Georgia,Darnell Washington,TE,14,4
2021,Georgia,Kenny McIntosh,RB,12,9
2021,Georgia,Jermaine Burton,WR,12,5
2021,Georgia,Kamari Lassiter,CB,11,4
2021,Georgia,Broderick Jones,LT,11,-3
2021,Georgia,Ladd McConkey,WR,8,3
2021,Georgia,Tramel Walthour,Edge,7,-4
2021,Georgia,Nazir Stackhouse,IDL,7,3
2021,Georgia,Xavier Truss,RG,6,0
2021,Georgia,Zion Logue,IDL,6,-2
2021,Georgia,Javon Bullard,CB,5,-1
2021,Georgia,Kearis Jackson,WR,5,1
2021,Georgia,Ameer Speed,CB,5,-3
2021,Georgia,Adonai Mitchell,WR,4,-4
2021,Georgia,Marcus Rosemy-Jacksaint,WR,4,0
2021,Georgia,Smael Mondon Jr.,LB,4,0
2021,Georgia,Warren Brinson,IDL,3,-3
2021,Georgia,David Daniel-Sisavanh,S,3,-2
2021,Georgia,Amarius Mims,RT,2,-1
2021,Georgia,Jaylen Johnson,WR,1,-1
2021,Georgia,Kendall Milton,RB,0,-3
2021,Georgia,Justin Robinson,WR,-1,-3
2021,Houston,Clayton Tune,QB,102,35
2021,Houston,Damarion Williams,CB,45,15
2021,Houston,Marcus Jones,CB,44,19
2021,Houston,Patrick Paul,LT,34,6
2021,Houston,Gervarrius Owens,S,34,7
2021,Houston,Tank Jenkins,RG,33,6
2021,Houston,Derek Parish,Edge,33,12
2021,Houston,Nathaniel Dell,WR,32,20
2021,Houston,Dennis Bardwell,RT,31,3
2021,Houston,Donavan Mutin,LB,31,8
2021,Houston,Logan Hall,IDL,31,9
2021,Houston,Kody Russey,C,28,-1
2021,Houston,David Anenih,Edge,27,2
2021,Houston,Atlias Bell,IDL,23,7
2021,Houston,D'Anthony Jones,Edge,21,10
2021,Houston,Jake Herslow,WR,19,11
2021,Houston,Cam'ron Johnson,LG,18,1
2021,Houston,Art Green,CB,18,1
2021,Houston,Latrell Bankston,IDL,18,8
2021,Houston,Alex Hogan,CB,18,-4
2021,Houston,Hasaan Hypolite,S,16,-3
2021,Houston,Deontay Anderson,LB,16,-11
2021,Houston,Nelson Ceaser,Edge,15,1
2021,Houston,Jayce Rogers,CB,14,-8
2021,Houston,Chrisitan Trahan,TE,13,-5
2021,Houston,Keenan Murphy,LG,11,-1
2021,Houston,Chidozie Nwankwo,IDL,11,-7
2021,Houston,Malik Robinson,LB,7,-3
2021,Houston,Jeremy Singleton,WR,6,-5
2021,Houston,Seth Green,TE,5,-3
2021,Houston,Jamykal Neal,IDL,5,-1
2021,Houston,Kesean Carter,WR,5,-1
2021,Houston,Jaylen Erwin,WR,4,-1
2021,Houston,Mannie Nunnery,LB,4,-4
2021,Houston,Jordan Carmouche,LB,4,-1
2021,Houston,Jack Freeman,RG,3,0
2021,Houston,Gleson Sprewell,S,2,-4
2021,Houston,Thabo Mwaniki,S,2,-4
2021,Houston,Jovanni Stewart,LB,1,-7
2021,Houston,Alton McCaskill,RB,0,-13
2021,Houston,Ta'Zhawn Henry,RB,-1,-8
2021,Houston,Ike Ogbogu,QB,-2,-7
2021,Houston,Mulbah Car,RB,-3,-6
2021,Kentucky,Will Levis,QB,85,29
2021,Kentucky,Joshua Paschal,IDL,47,21
2021,Kentucky,Yusuf Corker,S,41,8
2021,Kentucky,Carrington Valentine,CB,39,7
2021,Kentucky,Darian Kinnard,RT,37,12
2021,Kentucky,Quandre Mosely,CB,34,14
2021,Kentucky,Chris Rodriguez Jr.,RB,34,23
2021,Kentucky,Jacquez Jones,LB,33,10
2021,Kentucky,Wan'Dale Robinson,WR,32,22
2021,Kentucky,Kenneth Horsey,LG,30,6
2021,Kentucky,Tyrell Ajian,S,30,6
2021,Kentucky,Luke Fortner,C,29,3
2021,Kentucky,Deandre Square,LB,26,-3
2021,Kentucky,Dare Rosenthal,LT,25,3
2021,Kentucky,J.J. Weaver,Edge,20,1
2021,Kentucky,Jordan Wright,Edge,20,6
2021,Kentucky,Justin Rigg,TE,19,0
2021,Kentucky,Davonte Robinson,CB,17,1
2021,Kentucky,Eli Cox,RG,17,-1
2021,Kentucky,Brenden Bates,TE,16,3
2021,Kentucky,Jalen Geiger,S,14,1
2021,Kentucky,Trevin Wallace,LB,13,3
2021,Kentucky,Austin Dotson,RG,12,2
2021,Kentucky,Cedrick Dort Jr.,CB,11,-4
2021,Kentucky,Vito Tisdale,CB,10,-1
2021,Kentucky,D'Eryk Jackson,LB,9,3
2021,Kentucky,K.D. McDaniel,Edge,9,2
2021,Kentucky,Josaih Hayes,IDL,8,-2
2021,Kentucky,Justin Rogers,IDL,7,-1
2021,Kentucky,Octavious Oxendine,IDL,7,-1
2021,Kentucky,Abule Abadi-Fitzgerald,IDL,6,-10
2021,Kentucky,JuTahn McClain,RB,6,3
2021,Kentucky,Isaiah Epps,WR,5,-1
2021,Kentucky,DeMarcus Harris,WR,5,1
2021,Kentucky,Quintin Wilson,LG,4,0
2021,Kentucky,Kavosiey Smoke,RB,3,-3
2021,Kentucky,Tre'vonn Rybka,IDL,3,-5
2021,Kentucky,Marquan McCall,IDL,3,-8
2021,Kentucky,Izayah Cummings,TE,2,-3
2021,Kentucky,Josh Ali,WR,0,-8
2021,Louisiana,Levi Lewis,QB,97,38
2021,Louisiana,Shane Vallot,C,39,11
2021,Louisiana,Andre Jones,Edge,37,11
2021,Louisiana,Eric Garror,CB,36,12
2021,Louisiana,O'Cyrus Torrence,RG,35,12
2021,Louisiana,AJ Gillie,LG,33,7
2021,Louisiana,Max Mitchell,RT,31,6
2021,Louisiana,Percy Butler,S,28,3
2021,Louisiana,Chauncey Manac,Edge,27,1
2021,Louisiana,Bralen Trahan,S,26,2
2021,Louisiana,Trey Amos,CB,24,7
2021,Louisiana,Mekhi Garner,CB,24,3
2021,Louisiana,Zi'Yon Hill-Green,IDL,23,-2
2021,Louisiana,Ken Marks,LT,22,-1
2021,Louisiana,Kris Moncrief,LB,22,7
2021,Louisiana,Lorenzo McCaskill,LB,20,-4
2021,Louisiana,AJ Washington,CB,18,6
2021,Louisiana,Emani Bailey,RB,18,12
2021,Louisiana,Kyren Lacy,WR,14,8
2021,Louisiana,Ferrod Gardner,LB,14,-8
2021,Louisiana,Kendall Wilkerson,Edge,14,4
2021,Louisiana,Michael Jefferson,WR,12,8
2021,Louisiana,Mason Narcisse,IDL,12,4
2021,Louisiana,Kam Pedescleaux,CB,12,-12
2021,Louisiana,Cameron Solomon,S,11,-7
2021,Louisiana,Johnny Lumpkin,TE,11,0
2021,Louisiana,Tayland Humphrey,IDL,11,-7
2021,Louisiana,Neal Johnson,TE,11,0
2021,Louisiana,Ja-Quane Nelson,IDL,10,0
2021,Louisiana,Jourdon Quibodeaux,LB,10,-5
2021,Louisiana,AJ Riley,Edge,9,-3
2021,Louisiana,Pearse Migl,TE,8,-1
2021,Louisiana,David Hudson,RG,8,1
2021,Louisiana,Brandon Bishop,CB,7,-5
2021,Louisiana,Nathan Thomas,LT,7,1
2021,Louisiana,Hunter Bergeron,TE,7,-2
2021,Louisiana,Ja'len Johnson,CB,6,-3
2021,Louisiana,Dalvin Hutchinson,IDL,6,3
2021,Louisiana,Tyler Guidry,Edge,5,0
2021,Louisiana,Jalen Williams,WR,5,-1
2021,Louisiana,Peter LeBlanc,WR,5,0
2021,Louisiana,Carlos Rubio,LT,4,1
2021,Louisiana,Errol Rogers Jr.,WR,3,-1
2021,Louisiana,Dontae Fleming,WR,2,-3
2021,Louisiana,Sonny Hazard,IDL,2,-4
2021,Louisiana,John Stephens Jr,WR,0,-3
2021,Louisiana,Chris Smith,RB,-7,-15
2021,Louisiana,Montrell Johnson Jr.,RB,-9,-18
2021,Michigan,Aidan Hutchinson,Edge,72,42
2021,Michigan,Cade McNamara,QB,71,25
2021,Michigan,DJ Turner,CB,46,22
2021,Michigan,Daxton Hill,CB,44,12
2021,Michigan,Andrew Stueber,RT,41,12
2021,Michigan,David Ojabo,Edge,39,19
2021,Michigan,Vincent Gray,CB,39,8
2021,Michigan,Andrew Vastardis,C,35,6
2021,Michigan,Brad Hawkins,S,35,4
2021,Michigan,J.J. McCarthy,QB,31,21
2021,Michigan,Ryan Hayes,LT,31,2
2021,Michigan,Josh Ross,LB,30,-1
2021,Michigan,Trevor Keegan,LG,30,7
2021,Michigan,Zak Zinter,RG,29,5
2021,Michigan,Hassan Haskins,RB,27,16
2021,Michigan,Nikhai Hill-Green,LB,24,9
2021,Michigan,Junior Colson,LB,22,3
2021,Michigan,Chris Hinton,IDL,22,0
2021,Michigan,Mazi Smith,IDL,19,-1
2021,Michigan,Erick All,TE,19,8
2021,Michigan,Luke Schoonmaker,TE,18,1
2021,Michigan,Cornelius Johnson,WR,18,8
2021,Michigan,Blake Corum,RB,16,9
2021,Michigan,Roman Wilson,WR,16,10
2021,Michigan,Gemon Green,CB,15,-1
2021,Michigan,Mike Morris,Edge,14,0
2021,Michigan,R.J. Moten,S,14,-6
2021,Michigan,Donovan Edwards,RB,13,10
2021,Michigan,Donovan Jeter,IDL,13,3
2021,Michigan,Andrel Anthony,WR,11,7
2021,Michigan,Joel Honigford,TE,10,1
2021,Michigan,Chuck Filiaga,RG,10,2
2021,Michigan,Kris Jenkins,Edge,10,3
2021,Michigan,Karsen Barnhart,LG,9,2
2021,Michigan,A.J. Henning,WR,8,6
2021,Michigan,Michael Barrett,LB,6,-1
2021,Michigan,Mike Sainristil,CB,6,-1
2021,Michigan,Julius Welschof,IDL,5,-2
2021,Michigan,Taylor Upshaw,Edge,4,-4
2021,Michigan,Daylen Baldwin,WR,3,-1
2021,Michigan,Jaylen Harrell,Edge,2,-7
2021,Michigan,Rod Moore,S,0,-13
2021,Michigan State,Payton Thorne,QB,102,43
2021,Michigan State,Kenneth Walker III,RB,60,48
2021,Michigan State,Jacub Panasiuk,Edge,43,19
2021,Michigan State,Xavier Henderson,S,41,8
2021,Michigan State,Darius Snow,LB,36,13
2021,Michigan State,Ronald Williams Jr.,CB,36,8
2021,Michigan State,Jayden Reed,WR,31,18
2021,Michigan State,Kevin Jarvis,RT,31,8
2021,Michigan State,Angelo Grose,S,28,-5
2021,Michigan State,Drew Beesley,Edge,28,16
2021,Michigan State,Jacob Slade,IDL,26,5
2021,Michigan State,J.D. Duplain,LG,26,5
2021,Michigan State,AJ Arcuri,RT,25,3
2021,Michigan State,Simeon Barrow Jr.,IDL,25,11
2021,Michigan State,Jalen Nailor,WR,24,17
2021,Michigan State,Chester Kimbrough,CB,23,2
2021,Michigan State,Cal Haladay,LB,22,-7
2021,Michigan State,Matt Allen,C,21,3
2021,Michigan State,Marqui Lowery Jr.,CB,20,11
2021,Michigan State,Jeff Pietrowski Jr.,Edge,19,4
2021,Michigan State,Blake Bueter,RG,18,1
2021,Michigan State,Connor Heyward,TE,18,3
2021,Michigan State,Michael Dowell,CB,17,6
2021,Michigan State,Quavaris Crouch,LB,16,-4
2021,Michigan State,Tre Mosley,WR,12,3
2021,Michigan State,Noah Harvey,LB,11,-1
2021,Michigan State,Jarrett Horst,LT,11,1
2021,Michigan State,Tyler Hunt,TE,11,1
2021,Michigan State,Maverick Hansen,IDL,9,-3
2021,Michigan State,Nick Samac,C,9,0
2021,Michigan State,Matt Carrick,RG,9,3
2021,Michigan State,Luke Campbell,LT,9,3
2021,Michigan State,Drew Jordan,Edge,8,-5
2021,Michigan State,Maliq Carr,TE,6,3
2021,Michigan State,Kalon Gervin,CB,4,0
2021,Michigan State,Spencer Brown,RT,3,-1
2021,Michigan State,Ben Vansumeren,LB,3,-1
2021,Michigan State,Dashaun Mallory,IDL,3,-5
2021,Michigan State,Montorie Foster Jr.,WR,2,-2
2021,Michigan State,Jalen Hunt,IDL,-4,-10
2021,Michigan State,Charles Brantley,CB,-5,-11
2021,Michigan State,Jordon Simmons,RB,-11,-16
2021,NC State,Devin Leary,QB,78,16
2021,NC State,Drake Thomas,LB,60,32
2021,NC State,Derrek Pitts Jr.,CB,45,21
